CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
7249|SERRA TALHADA 1|671
7251|Pólo de Apoio Presencial - João Pessoa-1|671
18938|PIACATUU - SP|671
18947|LUCÉLIA|671
22450|AGUDOS|671
23045|SANTA BÁRBARA DO SUL|671
23047|PILAR DO SUL|671
24122|JACAREÍ|671
24126|TAUBATÉ|671
24131|JUAZEIRO|671
7255|Polo - Caruaru - PE|671
7260|MACAPÁ|671
22452|Polo - Araguaína  - TO|671
22453|BARRA DO GARÇAS|671
23048|GOIANINHA|671
23052|VITÓRIA|671
2002887|ANDRADINA|671
2002890|APARECIDA|671
2002898|ARAÇOIABA DA SERRA|671
7262|Polo - Araras - SP - Centro|671
7263|OSASCO 1|671
22456|CAMPO VERDE|671
22458|CASTRO|671
23133|ACARAÚ|671
23135|SÃO PAULO|671
23138|Polo - São Paulo - SP - Paraíso|671
2002915|BARRETOS|671
2002918|BAURU|671
2002919|BAURU|671
2002924|BELÉM|671
7264|LIMOEIRO DO NORTE|671
7266|FORTALEZA|671
7267|JUAZEIRO DO NORTE|671
22459|CATALÃO|671
22460|DOM ELISEU|671
22461|CERES|671
23139|LIMEIRA|671
23141|INDEPENDENCIA|671
23143|MATÃO|671
145880|Polo - São Paulo - SP - Campo Limpo|671
145960|Polo - Campo Grande - Centro - MS|671
706710|Campo Grande - Sede|671
7273|FLORIANO|671
7275|CORRENTE|671
22463|COTIA|671
22464|CRISTALINA|671
22467|SANTA BÁRBARA DO OESTE|671
23154|VALINHOS|671
23156|OSWALDO CRUZ|671
2002900|ARAGUAÍNA|671
2002901|ARAPONGAS|671
7277|ANANINDEUA|671
7281|TANGARÁ DA SERRA|671
22470|Polo - Campinas - SP - 1|671
22472|LUZIÂNIA|671
23162|CAMPINAS 1|671
23168|GUARULHOS|671
24135|ANÁPOLIS|671
24140|RIO CLARO|671
7283|MIRANDA|671
7284|AMERICANA|671
7287|SÃO BERNARDO DO CAMPO 1|671
22473|MANAUS|671
22474|LEME|671
23169|PROMISSÃO|671
23181|CORDEIROPOLIS|671
23183|Polo - São José do Rio Preto - SP|671
2002350|NOVA IGUAÇU|671
7292|Pólo de Apoio Presencial - Taubaté|671
7299|SÃO JOÃO DA BOA VISTA|671
22475|SANTO ANASTÁCIO|671
22476|Polo - Palmas - TO|671
23186|Polo - São Paulo - SP - Pirituba|671
23187|Polo - Bauru - SP - Fênix 2|671
2002904|ARARAS|671
7302|Pólo de Apoio Presencial - Governador Ribamar Fiquene|671
22483|PORANGATÚ 1|671
22487|RIO VERDE|671
23192|ECHAPORÃ|671
23200|ITATIBA|671
145879|Pólo - Santo André - Centro|671
7306|MONTES CLAROS 2|671
7309|CRICIÚMA|671
7311|MARINGÁ|671
22491|ROSEIRA|671
22493|CAMOCIM|671
22494|SANTO ANDRÉ|671
24009|RIO GRANDE|671
24031|INDAIATUBA|671
7205|GRAJAÚ|671
7207|SÃO LUIS|671
7213|SALVADOR 1|671
7313|Pólo de Apoio Presencial - São Paulo-Capelinha|671
7314|Pólo de Apoio Presencial - Campinas-4|671
22495|BOM JESUS|671
22498|UBERLÂNDIA 1|671
24046|Polo - Belo Horizonte - MG  3|671
24047|MARÍLIA|671
24050|Polo - Araçoiaba da Serra - SP|671
7216|FEIRA DE SANTANA|671
7224|Pólo de Apoio Presencial - Belém-2|671
7318|Pólo de Apoio Presencial - São Roque|671
7320|FOZ DO IGUAÇU|671
22501|VÁRZEA DA PALMA|671
22670|Pólo - Gurupi - TO|671
23018|ARACAJU|671
24072|VALPARAISO|671
24073|Pólo - Bauru - SP - Fenix 1|671
7226|SÃO PAULO|671
7228|SENHOR DO BONFIM|671
7321|BRAGANÇA PAULISTA|671
7323|Polo - Marabá - PA|671
23020|FORTALEZA|671
23021|SOBRAL|671
24075|HORTOLANDIA 1|671
7232|ITUMBIARA|671
7324|LAURO DE FREITAS|671
23026|BOA VIAGEM|671
23028|PEDRA BRANCA|671
2008467|INDEPENDeNCIA|671
2008468|IJUi|671
2008469|HORTOLaNDIA|671
2002970|CARUARU|671
2002993|CUIABÁ|671
2003021|GOIÂNIA|671
2003260|SÃO PAULO|671
2003261|SÃO PAULO|671
2003264|SÃO PAULO|671
2003265|SÃO PAULO|671
2008414|SANTO ANASTaCIO|671
2008415|SANTA MARIA|671
2008416|SANTA BaRBARA DO SUL|671
2008473|GRAJAu|671
2008475|GOIaNIA|671
2008476|GLoRIA DE DOURADOS|671
2003023|GOIÂNIA|671
2003028|GRAVATAÍ|671
2003037|GURUPI|671
2003267|SÃO PAULO|671
2003268|SÃO PEDRO|671
2008418|RIO DE JANEIRO|671
2008419|RIO CLARO|671
2008421|RECIFE|671
2008477|FOZ DO IGUAcU|671
2008478|FORTALEZA|671
2008479|FORTALEZA|671
2003044|IGARASSU|671
2003045|IGARASSU|671
2003058|IPOJUCA|671
2003283|SUZANO|671
2003284|SUZANO|671
2003286|TABOÃO DA SERRA|671
2008422|PRESIDENTE PRUDENTE|671
2008423|PORTO SEGURO|671
2008480|FLORIANO|671
2008481|FEIRA DE SANTANA|671
2003066|ITAPECERICA DA SERRA|671
2003077|JABOATÃO DOS GUARARAPES|671
2003291|TAUBATÉ|671
2003294|TERESINA|671
2008424|PORTO ALEGRE|671
2008425|PORTO ALEGRE|671
2008428|PIRASSUNUNGA|671
2008499|BRAGANcA PAULISTA|671
2008500|BOM JESUS|671
2008502|BELeM|671
2003084|JARAGUÁ DO SUL|671
2003089|JOÃO PESSOA 2|671
2003298|TUPÃ|671
2003312|Polo - Valparaiso - JK|671
2008430|PEDRA BRANCA|671
2008431|PARATI|671
2008509|ARAcOIABA DA SERRA|671
2008510|ARAcATUBA|671
2008511|ARARAS|671
2003090|JOINVILLE|671
2003094|JUIZ DE FORA|671
2005588|PORTO ALEGRE ADVENTISTA|671
2005698|ÁGUAS CLARAS|671
2008432|PARANHOS|671
2008433|OSASCO|671
2008488|CORUMBa|671
2008489|CORONEL SAPUCAIA|671
2008491|CAXIAS DO SUL|671
2003115|MACEIÓ|671
2003117|MARABÁ|671
2003125|MIRANTE DO PARANAPANEMA|671
2006860|ULIANÓPOLIS|671
2006866|PAU DOS FERROS|671
2008434|OLINDA|671
2008435|NOVO HAMBURGO|671
2008436|NOVA ANDRADINA|671
2008504|BARRETOS|671
2008506|BARRA DO CORDA|671
2008507|BAGe|671
2003127|MOGI DAS CRUZES|671
2003139|NAVIRAÍ|671
2006884|IRECÊ|671
2006887|CAMPINAS 4|671
2006891|SÃO JOSÉ DOS CAMPOS|671
2008437|NITERoI|671
2008440|MOGI DAS CRUZES|671
2008482|FAXINAL DO SOTURNO|671
2008484|CUIABa|671
2003149|NOVO HAMBURGO|671
2003151|OLINDA|671
2006900|SÃO PAULO|671
2006904|SERTÃOZINHO|671
2008442|MIRANDA|671
2008443|MARiLIA|671
2008444|MARINGa|671
2008497|CAMPESTRE|671
2008498|CAMAPUa|671
2003161|PALMAS|671
2003168|PARNAÍBA|671
2003170|PASSO FUNDO|671
2006905|SOROCABA|671
2008385|VaRZEA DA PALMA|671
2008445|MARABa|671
2008446|MACEIo|671
2008508|ATIBAIA|671
2003185|PORTO ALEGRE|671
2003186|PORTO ALEGRE|671
2008387|VALPARAISO|671
2008388|URUGUAIANA|671
2008389|UMUARAMA|671
2008447|MACAe|671
2008449|LUZIaNIA|671
2008450|LONDRINA|671
2008485|CRISTALINA|671
2008486|CRICIuMA|671
2003189|PORTO SEGURO|671
2003199|RECIFE|671
2008391|TUPa|671
2008394|TERESINA|671
2008396|TABOaO DA SERRA|671
2008451|LIMEIRA|671
2008452|LAVRAS|671
2008453|LAURO DE FREITAS|671
2002926|BELÉM .|671
2002927|BELO HORIZONTE - FABRAI|671
2003200|RECIFE|671
2003218|RONDONÓPOLIS|671
2003230|SANTA MARIA|671
2008400|SaO LUIS|671
2008403|SaO GONcALO|671
2008454|JUIZ DE FORA|671
2008455|JOaO PESSOA|671
2002929|BELO HORIZONTE - FABRAI|671
2002937|BRASÍLIA - JK|671
2002938|BRASÍLIA - SANTA TEREZINHA|671
2003237|SANTO ANDRÉ - UNIÁ - CAMPUS II|671
2003247|SÃO CAETANO DO SUL - FAENAC ALIBERTI|671
2008404|SaO GABRIEL DO OESTE|671
2008408|SETE QUEDAS|671
2008409|SERTaOZINHO|671
2008456|JOINVILLE|671
2008463|ITATIBA|671
2002942|CABO DE SANTO AGOSTINHO|671
2002959|CAMPO GRANDE|671
2003248|SÃO CARLOS 2|671
2003254|SÃO JOSÉ DO RIO PRETO|671
2008410|SERRA TALHADA|671
2008412|SANTO aNGELO|671
2008464|ITAQUIRAi|671
2008465|ITAPIPOCA|671
2002962|CAMPO GRANDE|671
2003258|SÃO MIGUEL ARCANJO|671
2008413|SANTO ANToNIO DE POSSE|671
2002298|Polo - Teresina|718
2002299|Pólo - Souza e Ribeiro Lopes Ltda|718
2002300|TERASSI E CARRENHO CURSOS PREPARATÓRIOS LTDA|718
2002301|Pólo - Torrinha & Campelo Ltda|718
2002302|CED - CENTRO DE ENSINO A DISTÂNCIA LTDA|718
2002303|Polo - Canoas (UNIRITTER)|718
2008603|SaO PAULO|671
2008604|SaO PAULO|671
2008605|SaO JOaO DA BOA VISTA|671
2006790|MAUÉS|673
2006791|SENA MADUREIRA|673
2006792|CRUZEIRO DO SUL|673
33481|Campus - Petrolândia|674
658025|CAMPUS  - BELÉM DE SÃO FRANCISCO - CENTRO|674
691892|CAMPUS  - BELÉM DE SÃO FRANCISCO - NOVA OLINDA|674
658026|CAMPUS - RIO DE JANEIRO - HIGIENÓPOLIS|677
658029|SEDE|682
1051323|CAMPUS - RIO DE JANEIRO - BARRA DA TIJUCA|712
33342|Campus Centro - Prédio I|715
1056200|Campus Centro - Prédio II|715
658050|CAMPUS  - BOTUCATU - VILA NOVA BOTUCATU|716
1002379|CAMPUS CENTRAL|717
2445|Campus Natal - Unidade Salgado Filho|718
2002306|Pólo - Unidade Salvador|718
2002307|Pólo - META Concursos - Unidade Sede|718
2002308|UNIDESC   CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE   CAMPUS I   LUZIÂNIA   GO SEDE|718
2002312|CED - CENTRO DE ENSINO A DISTÂNCIA LTDA|718
2002313|Pólo - Universidade Anhembi-Morumbi|718
2008607|SaO BERNARDO DO CAMPO|671
2008608|SOBRAL|671
2008609|SIDROLaNDIA|671
1037464|Unidade SEDE|685
658031|CAMPUS  - LIMOEIRO - CENTRO|686
1062988|SEDE|686
301|Campus de Jequié|688
304|Campus de Itapetinga|688
658033|CAMPUS  - VITÓRIA DA CONQUISTA - ZONA RURAL|688
2446|Campus Natal - Unidade Floriano Peixoto|718
3475|Campus Natal - Unidade Roberto Freire|718
2002314|Pólo - UNAMA - Universidade da Amazônia|718
2002318|Pólo - Universidade Veiga de Almeida - Campus Tijuca|718
2002319|Pólo - Zan Cursos Preparatórios S/S Ltda|718
384|CAMPUS UNIVERSITÁRIO DE ALTA FLORESTA|719
386|CAMPUS UNIVERSITÁRIO DO MÉDIO ARAGUAIA (Luciara)|719
387|Campus Universitário de Nova Xavantina|719
2008610|SENHOR DO BONFIM|671
2008615|SANTO ANDRE|671
658034|CAMPUS  - PETROLINA - VILA EDUARDO|692
1047890|Campus Principal|692
1233|Campus Pasteur 436|693
3843|BOM JESUS DO ITABAPOANA|693
139622|CAMPUS MOSSORÓ|718
658051|Campus Natal - Unidade Nascimento de Castro|718
388|CAMPUS UNIVERSITÁRIO DE PONTES E LACERDA|719
389|CAMPUS UNIVERSITÁRIO DE SINOP|719
390|CAMPUS UNIVERSITÁRIO DE TANGARÁ DA SERRA|719
391|CAMPUS UNIVERSITÁRIO DO VALE DO RIO BUGRES|719
392|CAMPUS UNIVERSITÁRIO DO VALE DO TELES PIRES (Colider)|719
421|NÚCLEO PEDAGÓGICO DE MATUPÁ|719
3309|NÚCLEO PEDAGÓGICO DE VILA RICA|719
3313|CAMPUS UNIVERSITÁRIO DE JUARA|719
2008616|RIO GRANDE|671
2008617|RIO DE JANEIRO|671
3865|CANTAGALO|693
3866|PIRAÍ|693
3867|SAQUAREMA|693
3868|SÃO FIDÉLIS|693
3869|SÃO FRANCISCO DE ITABAPOANA|693
3870|TRÊS RIOS|693
3871|VOLTA REDONDA|693
3873|SANTA MARIA MADALENA|693
10508|ITAPERUNA|693
138189|Campus Pasteur 296|693
138195|Campus Pasteur 458|693
1054115|POLO NATAL - ZONA NORTE|718
1056234|Polo - Canoas (UNIRITTER)|718
1067760|UNIDADE JOÃO MEDEIROS|718
2000012|UNIDADE SANTOS|718
1055748|Polo UAB - IVAIPORÃ|730
1055749|Polo UAB - SIQUEIRA CAMPOS|730
1057290|Polo UAB - RESERVA|730
1057461|Polo PROLICEN - SANTO ANTONIO DA PLATINA|730
1069391|Polo UAB  Nova Santa Rosa|730
1069393|Polo UAB  São João da Boa Vista|730
2007455|Polo UAB - APUCARANA|730
2007456|Polo UAB - ASSAÍ|730
2007458|Polo UAB - BANDEIRANTES|730
2008618|NOVO HORIZONTE DO SUL|671
2008620|MACAPa|671
2008621|ITUMBIARA|671
1038191|Campus Voluntários da Pátria|693
1038192|Campus Mariz e Barros|693
1038193|Campus Frei Caneca|693
1038195|Campus Pasteur 296|693
1045898|Polo UAB - DUQUE DE CAXIAS|693
1045901|Polo UAB - MAGE|693
1045902|Pólo Miguel Pereira|693
1045905|Pólo Niterói|693
1045908|Polo UAB - RESENDE|693
1045909|Pólo Rio Bonito|693
1045911|Pólo Barra do Piraí|693
2002235|AMARAL & PRADO CURSOS JURÍDICOS|718
2002236|APEC - ASSOCIAÇÃO POTIGUAR DE EDUCAÇÃO E CULTURA|718
2002237|Pólo - APTUS - Ensino Jurídico Ltda|718
2002238|Pólo - BR Toledo Educacional Ltda|718
2002239|Pólo - BR Toledo educacional Ltda|718
2007475|Polo UAB - LAPA|730
2007476|Polo UAB - LARANJEIRAS DO SUL|730
2007478|Polo UAB - PALMITAL|730
2007479|Polo UAB - PARANAGUA|730
2007480|Polo UAB - PINHAO|730
2007481|Polo UAB - PONTA GROSSA|730
2007482|Polo UAB - RIO NEGRO|730
2007483|Polo UAB - SARANDI|730
2008622|GUAiRA|671
2008623|GUARULHOS|671
1055804|Pólo São Gonçalo|693
1056568|Pólo de Macaé|693
1059515|Campus 296|693
2007502|Posto Itaocara|693
2007511|Polo UAB - MIGUEL PEREIRA|693
2007512|Pólo Natividade|693
2007515|Polo UAB - PETROPOLIS|693
2007518|Posto Rio das Flores|693
2007519|Polo UAB - RIO DE JANEIRO|693
628|CÂMPUS DE AQUIDAUANA|694
2002241|Polo - Uberlândia|718
2002242|Polo - Manaus (UNINORTE)|718
2002244|CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC / CAMPUS I/SEDE|718
2002245|Polo de Apoio Presencial Coronel Fabriciano|718
25832|SÃO MATEUS DO SUL|730
25834|TELÊMACO BORBA|730
28463|Polo de Apoio Presencial - PARANAGUÁ (Pró-Licenciatura)|730
28482|Pólo de Apoio Presencial - Ivaiporã - Pró-Licenciatura|730
28483|Pólo de Apoio Presencial - Itaiópolis - Pró-Licenciatura|730
658062|Unidade SEDE|730
2008624|DOURADOS|671
2008625|CUIABa|671
2008627|CARUARU|671
631|CAMPUS DE TRÊS LAGOAS|694
638|CAMPO GRANDE|694
2002247|CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS - CELP/ULBRA|718
2002249|CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM|718
2002252|CENTRO UNIVERSITÁRIO MONTE SERRAT - ESTADO DE SÃO PAULO - LITORAL DO ESTADO DE SÃO PAULO|718
2002253|Pólo - Belo Horizonte|718
2002256|CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR|718
2007460|Polo UAB - BITURUNA|730
2007461|Polo UAB - CANOINHAS|730
2007462|Polo UAB - CERRO AZUL|730
2007463|Polo UAB - COLOMBO|730
2007464|Polo UAB - CONGONHINHAS|730
2007465|Polo UAB - ENGENHEIRO BELTRAO|730
2007466|Polo UAB - FAXINAL|730
2007467|Polo UAB - FLOR DA SERRA DO SUL|730
2008629|BELeM|671
2008630|BELO HORIZONTE|671
1635|CAMPUS DE COXIM|694
1636|CÂMPUS DE PARANAIBA|694
23206|BELA VISTA|694
2002257|Pólo - Cláudio Stabile / Jalcemir Bueno|718
2002258|PÓLO CURRAIS NOVOS|718
2002259|PÓLO CAICÓ|718
2002260|CPC - CURSO PREPARATÓRIO PARA CONCURSOS|718
2002261|CURSO DUCTOR|718
3322|NÚCLEO PEDAGÓGICO DE CONFRESA|719
3840|NÚCLEO PEDAGÓGICO DO VALE DO SÃO LOURENÇO|719
6201|NÚCLEO PEDAGÓGICO DE JUÍNA|719
27650|NÚCLEO PEDAGÓGICO DE MIRASSOL D'OESTE|719
27745|Núcleo Pedagógico de Poconé|719
28197|NÚCLEO PEDAGÓGICO DE SORRISO|719
687809|CAMPUS UNIVERSITÁRIO DE ALTO ARAGUAIA|719
706329|CAMPUS  - ARIPUANÃ - PARQUE INDUSTRIAL|719
706331|CAMPUS  - TAPURAH - CENTRO|719
1040451|Reitoria/Sede Administrativa|719
1040468|NÚCLEO DE APOIO PEDAGÓGICO DE GUARANTÃ DO NORTE|719
1059800|Campus Universitário de Cáceres|719
2005472|NÚCLEO PEDAGÓGICO DE JAURU|719
2005474|NÚCLEO PEDAGÓGICO DE SÃO FÉLIX DO ARAGUAIA|719
637|Faculdade de Ciencias Humanas e Sociais Aplicadas do Cabo|720
1040885|Unidade SEDE|720
687810|CAMPUS  - ASSIS - VILA OURO VERDE|721
658055|UNIDADE  - ASSIS - VILA OOURO VERDE|722
701230|CAMPUS NATAL|724
2008631|BAURU|671
2008632|ANDRA DOS REIS|671
2008633|ACARAu|671
23207|CAMAPUÃ|694
23209|COSTA RICA|694
23218|JARDIM|694
35289|Campus de Naviraí|694
1002269|Campus do Pantanal|694
1002275|CAMPO GRANDE|694
2002262|DESTRI CURSOS E CONCURSOS LTDA|718
2002263|ESCOLA MUNICIPAL LUIS MARANHÃO|718
2002265|Pólo - Faculdade Damásio|718
2002266|FACULDADE DE NATAL - FAL - UNIDADE I|718
2002268|Polo - Porto Alegre (UNIRITTER)|718
1044258|Polo UAB - SARANDI|730
1050168|Castro|730
1055148|Polo PROLICEN - RIO NEGRINHO|730
1055747|Polo UAB - CRUZEIRO DO OESTE|730
658023|CAMPUS  - SOROCABA - ALTO DA BOA VISTA|672
10395|CAMPO GRANDE|673
10399|ARAL MOREIRA|673
10408|BONITO|673
1029417|Campus de Nova Andradina|694
1044205|Campus de Ponta Porã|694
1044255|Campus de Bonito|694
1048335|Campus de Três Lagoas|694
1050516|Campus de Chapadão do Sul|694
2002269|Pólo - FEMPAC - Fundação Escola Superior M.P. do Acre|718
2002270|Pólo - Fênix Livraria e Centro de Estudos Jurídicos Ltda|718
2002272|GRANDE RECIFE   FACULDADE DOS GUARARAPES|718
2002273|IBEC   INST. BRASILEIRO DE PÓS GRADUAÇÃO E CONCURSOS LTDA|718
2007468|Polo UAB - FLORIANOPOLIS|730
2007469|Polo UAB - GOIOERÊ|730
2007470|Polo UAB - IBAITI|730
2007471|Polo UAB - IPIRANGA|730
2007472|Polo UAB - ITAMBÉ|730
2007473|Polo UAB - JACAREZINHO|730
2007474|Polo UAB - JAÚ|730
10412|AMAMBAI|673
10426|CHAPADAO DO SUL|673
10428|COSTA RICA|673
10432|CORUMBA|673
10489|JARDIM|673
10492|JATEI|673
1052393|Polo de Apoio Presencial de Bataguassu|694
1055591|São Gabriel do Oeste|694
2002113|ÁGUA CLARA|694
2002125|PORTO MURTINHO I - ESCOLAMUNCIPAL VEREADOR IVO|694
2002127|Polo UAB Rio Brilhante|694
2007423|CIDADE UNIVERSITÁRIA|694
2007424|Polo UAB - AGUA CLARA|694
2002274|IBPC   INST. BRASILEIRO DE EDUCAÇÃO CONTINUADA LTDA|718
2002275|IGCJ - INSTITUTO GOIANO DE CIÊNCIAS JURÍDICAS LTDA|718
2002276|IINAJUR INST. INTERNACIONAL DE ALTOS ESTUDOS JURÍDICOS|718
2002277|Pólo - IMEC - Instituto Mineiro de Educação Continuada Ltda|718
2002278|INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO ? ILES/ULBRA|718
658060|Unidade SEDE|727
658061|Unidade SEDE|728
564|Polo UAB - PALMEIRA|730
568|Polo UAB - JAGUARIAÍVA|730
569|Campus Central|730
10499|NAVIRAI|673
10510|NOVA ANDRADINA|673
10513|PONTA PORA|673
10598|TRES LAGOAS|673
10714|BRASILIA|673
10736|CUIABA|673
2007428|Polo de Apoio Presencial de Miranda UAB|694
2007430|Polo UAB - PARANAVAI|694
2007431|Polo UAB - SAO GABRIEL DO OESTE|694
136746|UNIDADE SEDE PORTO VELHO - CAMPUS JOSÉ RIBEIRO FILHO|699
2002279|Pólo - Instituto Nacinal de Desenvolvimento Municipal|718
2002280|Pólo - Instituto Paulista de Pesquisa e Ensino Jurídico S/C Ltda|718
2002281|Pólo - Instituto Sapiência Jurídica|718
2002282|INTELECTO JURÍDICO ATUALIZAÇÕES E CURSOS PREPARATÓRIOS LTDA|718
2008512|ARAGUAiNA|671
2008513|APARECIDA DE GOIaNIA|671
2008516|ANANINDEUA|671
10749|JOAO PESSOA|673
10772|ASSIS CHATEAUBRIAND|673
10779|MOGI DAS CRUZES|673
10809|CRUZEIRO|673
10908|IMPERATRIZ|673
10911|ARAGUAINA|673
150136|Pólo UAB de Porto Velho - Centro de Formação de Profissionais da Educação - Banzeiro|699
150216|Polo UAB - ARIQUEMES|699
150217|Centro de Formação do Magistério Público de Buritis|699
150222|Pólo UAB Chupinguaia|699
150224|Pólo UAB do Município de Nova Mamoré|699
150225|POLO UAB DE ROLIM DE MOURA|699
1036747|Campus de Guajará  Mirim|699
1036748|Campus de Rolim de Moura|699
2002283|Pólo - Intelecto Jurídico Atualizações e Cursos Preparatórios Ltda|718
2002284|Pólo - João Pessoa - PB|718
2002285|Polo Fortaleza|718
2002286|LAGOAS CURSOS PROFISSIONALIZANTES LTDA|718
2002287|Pólo - Lamartine Godoy Neto|718
2008517|AMERICANA|671
2008519|NOVA IGUAcU|671
10912|TAIÓ|673
17452|SÃO PAULO|673
18509|FLORIANOPOLIS|673
22445|CACHOEIRO DE ITAPEMIRIM|673
658024|DOURADOS|673
1036749|CAMPUS DE VILHENA|699
1036750|Campus de Cacoal|699
1040840|Unidade Administrativa (Reitoria) - UNIR Centro|699
1044586|Campus de Ariquemes|699
1051915|Campus de Ji-Paraná|699
1055971|PÓLO UAB - BURITIS|699
1055998|Campus de Presidente Médici|699
687768|Unidade SEDE|701
1043641|Unidade SEDE|702
2002288|Pólo - LCS Ensino Avançado Ltda|718
2002289|Pólo - Libero Cursos e Estudos Ltda|718
2002290|MEMES TECNOLOGIA EDUCACIONAL LTDA|718
2002291|Pólo - Mérito Jurídico Curso Preparatório Ltda|718
2002292|COLÉGIO SOUZA LEÃO|718
2008599|UBERLaNDIA|671
2008600|TReS LAGOAS|671
2006779|PORTO VELHO|673
2006780|OURILÂNDIA DO NORTE|673
2006781|MARABÁ|673
658038|CAMPUS  - ARARIPINA - CENTRO|703
1055151|Araripina-Centro|703
658039|UNIDADE  - ARARIPINA - CENTRO|704
1062791|FACIAGRA - FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA|704
658040|CAMPUS  - RIO DE JANEIRO - REALENGO|705
658041|Unidade SEDE|706
703236|CAMPUS  - SÃO CARLOS - JD. CENTENÁRIO|707
2002293|PÓLO - FUNDAE - FUNDAÇÃO EDUCACIONAL E CULTURAL PARA O DESENVOLVIMENTO E APERFEIÇOAMENTO DA EDUCAÇÃO E DA CULTURA|718
2002295|PROF. JUNIOR CURSOS PREPARATÓRIOS LTDA|718
2002296|Pólo - Santos de Jesus & Guerra Ltda|718
2002297|Pólo - Sistema de Ensino Opção|718
2008601|SaO PAULO|671
2008602|SaO PAULO|671
2006782|ALTA FLORESTA|673
2006783|RIO VERDE DE MATO GROSSO|673
2006784|DIAMANTINA|673
2006786|CAMPOS BELOS|673
2006787|SALVADOR|673
658043|CAMPUS  - BRASÍLIA - ASA SUL|708
1060291|CAMPUS - BRASÍLIA - ASA NORTE|709
658045|Faculdade Bethéncourt da silva|710
658046|CAMPUS  - RIO DE JANEIRO - BOTAFOGO|712
704691|CAMPUS CATETE|712
1058824|Exclusão conforme Proc. 200809998|953
1058980|Exclusão conforme Proc. 200809998|953
1058981|Exclusão conforme Proc. 200809998|953
762|Polo UAB - PIRIPIRI|756
763|CAMPO MAIOR|756
765|FLORIANO|756
766|LUZILÂNDIA|756
767|POSSIDÔNIO QUEIROZ - OEIRAS|756
768|BOM JESUS|756
769|ÁGUA BRANCA|756
770|BARRAS|756
1033735|Unidade SEDE|801
2784|Unidade Bento Ribeiro|802
2785|Unidade Jacarepaguá|802
658113|Unidade SEDE|802
1054418|Unidade Méier|802
658114|CAMPUS  - SÃO BERNARDO DO CAMPO - VILA ALCÂNTARA|803
1006055|Unidade SEDE|809
658116|CAMPUS  - ASSIS CHATEAUBRIAND - JARDIM PARANÁ|810
20605|CAMPUS  - SANTOS - VILA NOVA|953
26133|Excluir de acordo com a demanda 9584414|953
1058983|Exclusão conforme Proc. 200809998|953
1058988|Exclusão conforme Proc. 200809998|953
771|CANTO DO BURITI|756
772|PAULISTANA|756
774|CURIMATÁ|756
801|URUCUÍ|756
802|VALENÇA DO PIAUÍ|756
808|FRONTEIRAS|756
809|ESPERANTINA|756
154340|URUÇUÍ|756
1872|UNIVERSIDADE DO CEUMA - UNICEUMA  - CAMPUS ANIL|823
7353|UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS BACABAL|823
658119|UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS RENASCENÇA|823
26140|Excluir de acordo com a demanda 9584414|953
26187|Polo Bauru|953
26222|Excluir de Acordo com a demanda 9584414|953
1058989|Exclusão conforme Proc. 200809998|953
1058990|Exclusão conforme Proc. 200809998|953
154342|DEP. JESUALDO CAVALCANTE - CORRENTE|756
154343|DONA MARIA AMÉLIA CAVALCANTE - PAULISTANA|756
154344|HERÓIS DO JENIPAPO (EAD) CAMPO MAIOR|756
154346|PROF. ARISTON DIAS LIMA - SÃO RDO. NONATO|756
154348|ALEXANDRE ALVES OLIVEIRA - PARNAÍBA|756
154350|PROF. BARROS ARAÚJO - PICOS|756
154351|PROF. WILSON BRANDÃO - VALENÇA DO PI|756
697826|UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS COHAMA|823
1050564|UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS RENASCENÇA|823
1058879|UNIVERSIDADE DO CEUMA - UNICEUMA - CAMPUS IMPERATRIZ|823
1067694|UNIVERSIDADE DO CEUMA - UNICEUMA - UNIDADE DEODORO|823
1041100|Unidade SEDE|824
131882|Unidade SEDE|825
26228|Colégio Criar e Crescer|953
26250|Excluir de acordo com a demanda 9584414|953
1058991|Exclusão conforme Proc. 200809998|953
1058992|Exclusão conforme Proc. 200809998|953
1058994|Exclusão conforme Proc. 200809998|953
154355|RIO MARATAOAN - BARRAS|756
154357|CAMPUS DOM JOSE VASQUEZ DIAZ - BOM JESUS|756
154358|FRONTEIRAS|756
154403|ESPERANTINA|756
154404|LUZILÂNDIA|756
154405|DOUTORA JOSEFINA DEMES - FLORIANO|756
154413|CURIMATÁ|756
154455|SÃO JOÃO DO PIAUÍ|756
154457|AMARANTE|756
695140|CAMPUS  - LAVRAS - CENTRO|825
658121|CAMPUS SEDE - LUZIÂNIA|826
658122|Faculdade de São Lourenço|828
2129|Araguacema - R III|829
2146|Porto Nacional|829
2155|Cristalândia - R IV|829
